学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质,985工程_加入时间,985工程_入选批次,985工程_共建部门,985工程_期数,985工程_协议签署时间,985工程_实力梯队,双一流建设,双一流建设_第一轮,双一流建设_第一轮_类别,双一流建设_第二轮,双一流建设_第二轮_学科名单,骨干高职,骨干高职_重点建设专业,示范性高职,示范性高职_重点建设专业,教育部直属,中央部委直属,强基计划,双高计划,学校类别,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程,预算总收入（亿元，2022年）,本年度收入（亿元，2022年）,财政拨款数（亿元，2022年）,财政拨款占比（2022年）,人工补全记录
大庆医学高等专科学校,4123014017.0,黑龙江省,黑龙江省,大庆市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1965.0,黑龙江省大庆市卡尔加里路11号,http://www.dqygz.com/,大庆医专,,369.0,0.0,0.0,,,,,
黑龙江交通职业技术学院,4123014053.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1946.0,"齐齐哈尔南校区：黑龙江省齐齐哈尔市铁锋区纺化路1号,齐齐哈尔西校区：黑龙江省齐齐哈尔市铁锋区工校街2号,哈尔滨校区：黑龙江省哈尔滨市呼兰区利民开发区学院路88号",http://www.hlcp.com.cn/,黑交院,黑龙江粮食职业学院,155.0,0.0,0.0,,,,,
哈尔滨应用职业技术学院,4123014055.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2005.0,黑龙江省哈尔滨市道里区机场路998号,http://www.hyyzy.com,哈应用,,372.0,0.0,0.0,,,,,
黑龙江幼儿师范高等专科学校,4123014095.0,黑龙江省,黑龙江省,牡丹江市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1906.0,黑龙江省牡丹江市爱民区西地明街7号,http://www.hljys.cn/,黑龙江幼专,,264.0,0.0,0.0,,,,,
哈尔滨科学技术职业学院,4123014108.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,黑龙江省哈尔滨市阿城区金溪路66号,http://www.hrbkjzy.org.cn,哈科职院,,600.0,0.0,0.0,,,,,
佳木斯职业学院,4123014178.0,黑龙江省,黑龙江省,佳木斯市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2007.0,黑龙江省佳木斯市光复西路786号,http://www.jmszy.org.cn/,佳木斯职院,,1545.0,0.0,0.0,,,,,
黑龙江护理高等专科学校,4123014272.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2008.0,"南岗校区：黑龙江省哈尔滨市南岗区学府路209号,阿城校区：黑龙江省哈尔滨市阿城区金源路43号",http://www.hljhlgz.org.cn/,黑龙江护高专,,915.0,0.0,0.0,,,,,
齐齐哈尔理工职业学院,4123014400.0,黑龙江省教育厅,黑龙江省,齐齐哈尔市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1981.0,黑龙江省齐齐哈尔市富拉尔基区和平大街249号,http://www.qlgxy.com,齐理工职院,,680.0,0.0,0.0,,,,,
哈尔滨幼儿师范高等专科学校,4123014425.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1952.0,黑龙江省哈尔滨市香坊区香东街9号,http://www.hayouzhuan.org.cn,哈幼专,,405.0,0.0,0.0,,,,,
黑龙江冰雪体育职业学院,4123014540.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,2013.0,黑龙江省哈尔滨市松北区滨水大道8801号,http://www.vcws.org.cn/,,,900.0,0.0,0.0,,,,,
哈尔滨北方航空职业技术学院,4123014633.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1985.0,黑龙江省哈尔滨市阿城区河东街道继水路1号,https://www.habeihang.com/,哈北航职院,,465.0,0.0,0.0,,,,,
复旦大学,4131010246.0,教育部,上海市,上海市,本科,公办,1999年7月,首批9所（C9联盟）,教育部、上海市,一期,1999.7,2.0,1.0,1.0,A类,1.0,哲学、应用经济学、政治学、马克思主义理论、中国语言文学、外国语言文学、中国史、数学、物理学、化学、生物学、生态学、材料科学与工程、环境科学与工程、基础医学、临床医学、公共卫生与预防医学、中西医结合、药学、集成电路科学与工程,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1905.0,上海市杨浦区邯郸路220号,https://www.fudan.edu.cn,"复旦,FUDAN",,3659.0,1.0,1.0,171.55,97.23,27.41,0.1598,
同济大学,4131010247.0,教育部,上海市,上海市,本科,公办,2002年6月,首期第二批共26所,教育部、上海市,一期,2002.6,3.0,1.0,1.0,A类,1.0,生物学、建筑学、土木工程、测绘科学与技术、环境科学与工程、城乡规划学、风景园林学、设计学,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1907.0,上海市四平路1239号,http://www.tongji.edu.cn,同济,,3825.0,1.0,1.0,119.51,81.19,19.96,0.167,
上海交通大学,4131010248.0,教育部,上海市,上海市,本科,公办,1999年7月,首批9所（C9联盟）,教育部、上海市,一期,1999.7,2.0,1.0,1.0,A类,1.0,数学、物理学、化学、生物学、机械工程、材料科学与工程、电子科学与技术、信息与通信工程、控制科学与工程、计算机科学与技术、土木工程、化学工程与技术、船舶与海洋工程、基础医学、临床医学、口腔医学、药学、工商管理,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1896.0,上海市闵行区东川路800号,https://www.sjtu.edu.cn/,"SJTU,上海交大,交大,上交",,4500.0,1.0,1.0,204.2,153.11,29.46,0.1443,
华东理工大学,4131010251.0,教育部,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,化学、材料科学与工程、化学工程与技术,0.0,,0.0,,1.0,0.0,0.0,0.0,理工类,1952.0,上海市徐汇区梅陇路130号,http://www.ecust.edu.cn/,"华东理工,华理,ECUST",,2532.0,0.0,1.0,42.81,30.38,11.35,0.2652,
上海理工大学,4131010252.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1906.0,上海杨浦区市军工路516号,http://www.usst.edu.cn/,"上海理工,usst,上理",,1000.0,0.0,0.0,19.09,19.09,,,
上海海事大学,4131010254.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1909.0,上海市浦东新区海港大道1550号,https://www.shmtu.edu.cn/,,,1995.0,0.0,0.0,13.61,13.61,,,
东华大学,4131010255.0,教育部,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,材料科学与工程、纺织科学与工程,0.0,,0.0,,1.0,0.0,0.0,0.0,综合类,1951.0,"松江校区：上海市松江区人民北路2999号,延安路校区：上海市长宁区延安西路1882号",http://www.dhu.edu.cn/,DHU,中国纺织大学,2000.0,0.0,1.0,33.34,21.48,8.63,0.2588,
上海电力大学,4131010256.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1951.0,"临港校区：上海市浦东新区沪城环路1851号,杨浦校区：上海市杨浦区长阳路2588号",http://www.shiep.edu.cn,,上海电力学院,1200.0,0.0,0.0,8.76,8.76,,,
上海应用技术大学,4131010259.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1954.0,"奉贤校区：上海市奉贤区海泉路100号,徐汇校区：上海市徐汇区漕宝路120号",http://www.sit.edu.cn,上应大,上海应用技术学院,1428.0,0.0,0.0,11.24,11.24,,,
上海健康医学院,4131010262.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,1.0,医用电子仪器与维护、药剂设备制造与维护、医学影像设备管理与维护,1.0,护理、医学检验技术、口腔医学技术、眼视光技术、药学、医学影像技术,0.0,0.0,0.0,0.0,医药类,1950.0,上海市浦东新区周祝公路279号,https://www.sumhs.edu.cn/,"上健医,SUMHS",,1000.0,0.0,0.0,6.3,6.3,,,
上海海洋大学,4131010264.0,上海市,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,水产,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1912.0,"临港新城校区：上海市浦东新区临港新城护城环路999号,军工路校区：上海市杨浦区军工路318号",https://www.shou.edu.cn/,上海水产大学,上海水产大学,1600.0,0.0,0.0,12.22,12.22,,,
上海中医药大学,4131010268.0,上海市,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,中医学、中药学,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1956.0,上海市浦东新区蔡伦路1200号,http://www.shutcm.edu.cn/,上海中医大,,500.0,0.0,0.0,10.91,10.91,,,
华东师范大学,4131010269.0,教育部,上海市,上海市,本科,公办,2006年9月,985二期,教育部、上海市,二期,2006,5.0,1.0,1.0,A类,1.0,教育学、生态学、统计学,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1951.0,"普陀校区：上海市普陀区中山北路3663号,闵行校区：上海市闵行区东川路500号",https://www.ecnu.edu.cn/,"ecnu,华东师大,华东师范,华师大",,3105.0,1.0,1.0,67.35,50.16,16.76,0.2489,
上海师范大学,4131010270.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1954.0,"徐汇校区：上海市徐汇区桂林路100号,奉贤校区：上海市奉贤区海思路100号",http://www.shnu.edu.cn/,"上海师大,上海师范,shnu",,2295.0,0.0,0.0,18.72,18.72,,,
上海外国语大学,4131010271.0,教育部,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,外国语言文学,0.0,,0.0,,1.0,0.0,0.0,0.0,语言类,1949.0,"虹口校区：上海市虹口区大连西路550号,松江校区：上海市文翔路1550号",http://www.shisu.edu.cn/,"上海外国语学院,上外,sisu",,1121.0,0.0,1.0,16.0,13.26,6.12,0.3827,
上海财经大学,4131010272.0,教育部,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,应用经济学,0.0,,0.0,,1.0,0.0,0.0,0.0,财经类,1917.0,上海市杨浦区国定路777号,http://www.shufe.edu.cn/,"上财,财大,SUFE,上海财大,上海财经",,813.0,0.0,1.0,20.75,16.37,5.77,0.2779,
上海对外经贸大学,4131010273.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1960.0,上海市松江区文翔路1900号,http://www.suibe.edu.cn/,"上经贸大,上贸大,贸大,suibe",上海对外贸易学院,1003.0,0.0,0.0,7.47,7.47,,,
上海海关学院,4131010274.0,海关总署,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,财经类,1953.0,上海市浦东新区华夏西路5677号,https://www.shcc.edu.cn/,海关学院,,521.0,0.0,0.0,,,,,
华东政法大学,4131010276.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1952.0,上海市松江大学园区龙源路555号,https://www.ecupl.edu.cn/,"ecupl,华东政法",华东政法学院,1125.0,0.0,0.0,9.95,9.95,,,
上海体育学院,4131010277.0,上海市,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,体育学,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,1952.0,上海市杨浦区长海路399号,http://www.sus.edu.cn/,上海体院,,1100.0,0.0,0.0,6.45,6.45,,,
上海音乐学院,4131010278.0,上海市,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,音乐与舞蹈学,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1927.0,上海市徐汇区汾阳路20号,http://www.shcmusic.edu.cn,上音,,100.0,0.0,0.0,5.02,5.02,,,
上海戏剧学院,4131010279.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1945.0,"华山路校区：上海市静安区华山路630号,莲花路校区：上海市闵行区莲花路211号,昌林路校区：上海市闵行区昌林路800号,虹桥路校区：上海市长宁区虹桥路1674号",http://www.sta.edu.cn/,上戏,,533.0,0.0,0.0,4.3,4.3,,,
上海大学,4131010280.0,上海市,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,机械工程,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1922.0,"宝山校区：上海市宝山区上大路99号,延长校区：上海市静安区延长路149号",https://www.shu.edu.cn/,"上大,SHU",,3000.0,0.0,1.0,35.42,35.42,,,
上海公安学院,4131010283.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,—,0.0,0.0,0.0,0.0,政法类,1949.0,上海市浦东新区崇景路100号,https://www.shpc.edu.cn/gaxy/,公安学院,,721.0,0.0,0.0,,,,,
上海工程技术大学,4131010856.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1978.0,上海市松江区龙腾路333号,https://www.sues.edu.cn/,工技大,,1476.0,0.0,0.0,12.65,12.65,,,
上海立信会计金融学院,4131011047.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1952.0,"浦东校区：上海市浦东新区上川路995号,松江校区：上海市松江区文翔路2800号",https://www.lixin.edu.cn/,,上海金融学院,1200.0,0.0,0.0,8.61,8.61,,,
上海电机学院,4131011458.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1953.0,"临港校区：上海市浦东新区水华路300号,闵行校区：上海市闵行区江川路690号",https://www.sdju.edu.cn/,"电机学院,SDJU",上海电机制造学校,1147.0,0.0,0.0,6.12,6.12,,,
上海杉达学院,4131011833.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1992.0,"金海校区：上海市浦东新区金海路2727号,嘉善校区： 浙江省嘉善县人民大道505号",http://www.sandau.edu.cn/,彬达学院,,808.0,0.0,0.0,,,,,
上海政法学院,4131011835.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1984.0,上海市青浦区外青松公路7989号,http://www.shupl.edu.cn/,"上政,SHUPL",,1000.0,0.0,0.0,5.25,5.25,,,
上海第二工业大学,4131012044.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1960.0,上海市浦东新区金海路2360号,http://www.sspu.edu.cn/,"二工大,sspu",上海市业余工业大学,800.0,0.0,0.0,6.86,6.86,,,
上海商学院,4131012050.0,上海市,上海市,上海市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1950.0,"奉浦校区：上海市奉贤区奉浦大道123 号,交通路院区：上海市普陀区交通路1933号",https://www.sbs.edu.cn/,上商,,650.0,0.0,0.0,4.39,4.39,,,
上海立达学院,4131012587.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2003.0,上海市松江区车亭公路1788号,http://www.lidapoly.edu.cn/,立达学院,上海立达职业技术学院,500.0,0.0,0.0,,,,,
上海建桥学院,4131012799.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2000.0,上海市浦东新区沪城环路1111号,https://www.gench.edu.cn/,"建桥,SJQU",,799.0,0.0,0.0,,,,,
上海兴伟学院,4131012914.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2001.0,上海市浦东新区惠南镇城南路（又名沪南公路）1635号（靠近观海路）,http://www.xingwei.edu.cn/,兴伟,上海兴韦信息技术职业学院,354.0,0.0,0.0,,,,,
上海中侨职业技术大学,4131012915.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1993.0,上海市金山区漕廊公路3888号,http://www.shzq.edu.cn,中侨学院,上海中侨职业技术学院,542.0,0.0,0.0,,,,,
上海视觉艺术学院,4131013632.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2005.0,上海市松江区文翔路2200号,http://www.siva.edu.cn/,"上海视觉,siva",复旦大学上海视觉艺术学院,1000.0,0.0,0.0,,,,,
上海外国语大学贤达经济人文学院,4131013636.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2004.0,"虹口校区：上海市虹口区东体育会路390号,崇明校区：上海市崇明区东滩大道999号",http://www.xdsisu.edu.cn/,"上外贤达,上外贤达学院",,500.0,0.0,0.0,,,,,
上海师范大学天华学院,4131013893.0,上海市教委,上海市,上海市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2005.0,上海市嘉定区胜辛北路1661号,https://www.sthu.cn/,"上师大天华,天华学院,上师大天华学院",,501.0,0.0,0.0,,,,,
上海科技大学,4131014423.0,上海市 中国科学院,上海市,上海市,本科,公办,,,,,,,1.0,0.0,,1.0,材料科学与工程,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2013.0,"主校区：上海市浦东新区华夏中路393号,岳阳路校区：上海市徐汇区岳阳路319号8号楼",http://www.shanghaitech.edu.cn/,"上科大,ShanghaiTech",,900.0,0.0,0.0,15.88,15.88,,,
上海纽约大学,4131016404.0,上海市教委,上海市,上海市,本科,中外合作办学,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2011.0,上海市浦东新区世纪大道1555号,https://shanghai.nyu.edu/cn,"上纽大,NYUShanghai",,18.0,0.0,0.0,,,,,
上海旅游高等专科学校,4131010275.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,财经类,1979.0,上海市奉贤区海思路500号,http://www.sitsh.edu.cn/cms/,,,326.0,0.0,0.0,,,,,
上海东海职业技术学院,4131010851.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1993.0,上海市闵行区虹梅南路6001号,https://www.esu.edu.cn/,"上海东海学院,东海学院",,225.0,0.0,0.0,,,,,
上海工商职业技术学院,4131010852.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1993.0,"嘉定校区：上海市嘉定区外冈镇恒荣路200号,青浦校区：上海市青浦区华新新凤北路565号",http://www.sicp.edu.cn/,SICP,上海新侨职业技术学院,337.0,0.0,0.0,,,,,
上海出版印刷高等专科学校,4131011733.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,印刷技术、印刷图文信息处理、出版与电脑编辑技术、艺术设计,0.0,,0.0,0.0,0.0,0.0,综合类,1953.0,"校本部：上海市杨浦区水丰路100号,营口路校区：上海市杨浦区营口路101号",http://www.sppc.edu.cn,sppc,,303.0,0.0,0.0,,,,,
上海行健职业学院,4131012493.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2001.0,上海市静安区原平路55号,http://www.shxj.edu.cn/,,,159.0,0.0,0.0,,,,,
上海城建职业学院,4131012495.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1956.0,"奉贤校区:上海市奉贤区南亭公路2080号,杨浦校区:上海市杨浦区军工路2360号",http://www.succ.edu.cn,上城院,"上海城市管理职业技术学院,上海建峰职业技术学院",753.0,0.0,0.0,,,,,
上海交通职业技术学院,4131012497.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,0.0,"凯旋校区：上海市徐汇区凯旋路2050号,轨道交通学院:上海市闵行区紫琅路118号,宝山校区：上海市宝山区呼兰路883号,浦东校区：上海市浦东新区下盐路2888号",http://www.scp.edu.cn/,上海交职,,400.0,0.0,0.0,,,,,
上海海事职业技术学院,4131012498.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1978.0,上海市浦东新区源深路158号,http://www.sma.edu.cn,"上海海职,SMA",,158.0,0.0,0.0,,,,,
上海电子信息职业技术学院,4131012499.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,应用电子技术、通信技术、计算机网络技术,0.0,,0.0,0.0,0.0,0.0,理工类,1960.0,上海市奉贤区瓦洪公路3098号,http://www.stiei.edu.cn/,"上海电子信息学院,STIEI",,500.0,0.0,0.0,,,,,
上海震旦职业学院,4131012583.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1984.0,"校本部：上海市宝山区罗店镇市一路88号,美兰湖校区：上海市宝山区月罗公路2106号",http://www.aurora-college.cn,"上海震旦学院,震旦学院,震旦职业学院",,200.0,0.0,0.0,,,,,
上海民远职业技术学院,4131012584.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1998.0,上海市浦东新区唐陆路3892号,http://www.shmy.edu.cn,民远学院,,120.0,0.0,0.0,,,,,
上海欧华职业技术学院,4131012585.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1999.0,上海市田林路418号,http://www.shohzyxy.com/,上海欧华学院,,172.0,0.0,0.0,,,,,LJJ_20221213
上海思博职业技术学院,4131012586.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2003.0,上海市浦东新区城南路1408号,http://edu.shsipo.com/,"SHSIPO,上海思博学院",,500.0,0.0,0.0,,,,,
上海工艺美术职业学院,4131012588.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,艺术设计、装潢艺术设计、珠宝首饰工艺与鉴定、旅游工艺品设计与制作,0.0,0.0,0.0,1.0,艺术类,1960.0,上海市嘉定区嘉行公路851号,https://www.sada.edu.cn/,上海工艺美院,,182.0,0.0,0.0,,,,,
上海济光职业技术学院,4131012798.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1993.0,"宝山校区：上海市宝山区水产路2859号,杨浦校区：上海市杨浦区武东路51号",https://www.shjgu.edu.cn/,"济光学院,济光",民办上海济光职业技术学院,250.0,0.0,0.0,,,,,
上海工商外国语职业学院,4131012800.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,语言类,2001.0,上海市浦东新区惠南镇观海路505号,https://www.sicfl.edu.cn/,上海工商外国语学院,,320.0,0.0,0.0,,,,,
上海科学技术职业学院,4131012801.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1959.0,上海市嘉定区金沙路280号,http://www.scst.edu.cn/,"上海科技学院,SVCST,上科院",,125.0,0.0,0.0,,,,,
上海农林职业技术学院,4131012912.0,上海市,上海市,上海市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1947.0,上海市松江区中山二路658号,https://www.shafc.edu.cn/,"上海农林学院,SHAFC",,1448.0,0.0,0.0,,,,,
上海邦德职业技术学院,4131012913.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1998.0,上海市宝山区锦秋路299号,http://www.shbangde.com/,"上海邦德学院,邦德学院",,230.0,0.0,0.0,,,,,
上海电影艺术职业学院,4131013747.0,上海市教委,上海市,上海市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2003.0,上海市浦东新区达尔文路188号,https://www.shfilmart.com/,上海电影职院,,65.0,0.0,0.0,,,,,
